54448	ℂ𝔼𝕃𝔸 𝕍𝔸𝕌𝕋 𝕄𝕀𝔼𝕌𝕏 ℚ𝕌𝔼 𝔻'𝔼𝕋ℝ𝔼 𝔽𝕀𝕃𝕃𝔼⌁𝕄𝔼ℝ𝔼
31555	𝕆𝕌 𝔻𝔼 𝕋𝔼 𝔽𝔸𝕀ℝ𝔼 𝔸𝕍𝕆ℝ𝕋𝔼ℝ
46683	𝔸ℍ ! ℕ𝕀ℚ𝕌𝔼𝕋𝕋𝔼 ℕ𝔼 𝕊'𝔼𝕄𝔹𝔼𝕋𝔼 ℙ𝔸𝕊
19249	ℙ𝔸𝕊 𝕄𝔼𝕄𝔼 𝔻'𝔼ℕ𝔽𝔸ℕ𝕋𝕊
18271	ℂ'𝔼𝕊𝕋 𝔻𝕆ℕℂ 𝔼ℕ ℙ𝕃𝔼𝕀ℕ𝔼 𝕃𝕀𝔹𝔼ℝ𝕋É
6240	ℂ𝔼 ℕ'𝔼𝕊𝕋 ℙ𝔸𝕊 𝕌ℕ 𝔾𝕀𝔾𝕆𝕃𝕆 𝔸 𝕃𝔸 𝕄𝔸ℝ𝔾𝔸ℝ𝕀ℕ𝔼, É𝕍𝕀𝔻𝔼𝕄𝕄𝔼ℕ𝕋
56094	𝕋𝕌 𝔽𝔸𝕀𝕊 𝕁𝕆𝕌𝕁𝕆𝕌
11313	𝕀𝕃 𝔼𝕋𝔸𝕀𝕋 𝔻𝔼𝕁𝔸 ℝ𝔼𝔽ℝ𝕆𝕀𝔻𝕀
17613	𝔸 𝕋'𝔸𝕄𝕆𝕌ℝ𝔸ℂℍ𝔼ℝ, ℙ𝕆𝕌ℝ 𝕊𝔸 𝔹𝔼𝕃𝕃𝔼 𝔾𝕌𝔼𝕌𝕃𝔼, 𝔻'𝕌ℕ ℂℝÉ𝕋𝕀ℕ ℂ𝕆𝕄𝕄𝔼 𝕋𝕆ℕ 𝔻𝔸ℕ𝕊𝔼𝕌ℝ ℕ𝕌 ?
15228	ℂ𝔼ℂ𝕀𝕃, 𝕃𝕌𝕀, ℂ'𝔼𝕊𝕋∘∘∘ 𝕃'𝕀ℕ𝕍𝔼ℝ𝕊𝔼
46968	𝕀𝕃 𝔼𝕊𝕋 𝕍𝔼ℕ𝕌, ℕ𝔸𝕋𝕌ℝ𝔼𝕃𝕃𝔼𝕄𝔼ℕ𝕋
51357	𝕋𝕌 ℕ'𝔸𝕊 ℙ𝔸𝕊 ℍ𝕆ℝℝ𝔼𝕌ℝ 𝔻𝔼 ℂ𝔼𝕊 𝕄𝔸ℂℍ𝕀ℕ𝕊⌁𝕃𝔸
55981	𝔽𝔸𝕀𝕊⌁𝔼ℕ 𝕋𝕆ℕ ℙℝ𝕆𝔽𝕀𝕋, 𝕄𝕆ℕ 𝔸𝕄𝕀
41245	𝕋𝕌 ℕ'𝔸𝕍𝔸𝕀𝕊 ℚ𝕌'𝔸 𝔽𝔸𝕀ℝ𝔼 ℂ𝕆𝕄𝕄𝔼 𝕃𝔼𝕊 𝔸𝕌𝕋ℝ𝔼𝕊
63427	𝕋𝕌 𝕃'𝕀𝕄𝔸𝔾𝕀ℕ𝔼𝕊 𝔸𝕍𝔼ℂ 𝕌ℕ𝔼 ℙℝÉℂ𝕀𝕊𝕀𝕆ℕ ℂ𝕆ℕ𝔽𝕌𝕊𝔼
60639	𝕀𝕃 𝔼ℕ 𝕍𝔼ℝℝ𝔸 𝔻𝔼 𝕁𝔸𝕌ℕ𝔼𝕊
27468	𝕌ℕ𝔼 𝔹𝕆ℕℕ𝔼 ℙ𝕀ℙ𝔼 ! 𝕀𝕃 ℕ'𝕐 𝔸 𝔼ℕℂ𝕆ℝ𝔼 ℚ𝕌𝔼 ℂ𝔸
41409	𝕃𝔼𝕊 ℂℍ𝔼𝕍𝔼𝕌𝕏 ℂ𝕆𝕌ℝ𝕋𝕊, ℂ'𝔼𝕊𝕋 𝔹𝕆ℕ ℙ𝕆𝕌ℝ 𝕃𝔼𝕊 𝔾𝔸ℝℂ𝕆ℕ𝕊
16749	𝕀𝕃 𝔸 𝕁𝕆𝕌𝕀 𝔻'𝔼𝕃𝕃𝔼, 𝔼ℕ ℙ𝔸𝕊𝕊𝔸ℕ𝕋, ℂ𝕆𝕄𝕄𝔼 𝔻'𝕌ℕ𝔼 𝔽𝕀𝕃𝕃𝔼
22908	ℚ𝕌𝔼𝕃 𝕁𝕆𝕃𝕀 ℂ𝕆𝕌ℙ𝕃𝔼, 𝔼𝕋 𝕊𝕀 𝔹𝕀𝔼ℕ 𝔸𝕊𝕊𝕆ℝ𝕋𝕀
24292	ℙ𝕃𝕌𝕊 𝕊𝕆𝕌𝕍𝔼ℕ𝕋
57669	𝕋𝕌 𝕋𝕀𝔼ℕ𝕊 𝕃𝔸 ℂℍ𝔸ℕ𝔻𝔼𝕃𝕃𝔼 𝔸 𝕋𝔸 𝕊𝕆ℙℍ𝕀𝔼
35226	ℂ'𝔼𝕊𝕋 ℂ𝔼 ℚ𝕌'𝕆ℕ 𝔸 𝕀ℕ𝕍𝔼ℕ𝕋É 𝔻𝔼 𝕄𝕀𝔼𝕌𝕏, ℂ𝔼𝕊 𝔻ℝ𝕆𝔾𝕌𝔼𝕊⌁𝕃𝔸, ℙ𝕆𝕌ℝ 𝕍𝕆𝕌𝕊 𝔾𝕌Éℝ𝕀ℝ 𝔻𝕌 𝕄𝔸𝕃 𝔻𝔼 𝕄𝔼ℝ
13327	𝕀𝕃 ℕ'𝔸 𝕁𝔸𝕄𝔸𝕀𝕊 É𝕋É ℙ𝕃𝕌𝕊 𝔹𝔸𝕊
27601	𝔻𝔸ℕ𝕊 𝕃𝔼 𝔹𝕌ℝ𝔼𝔸𝕌 𝔻𝔼 𝕋𝕆ℕ 𝕄É𝔻𝔼ℂ𝕀ℕ⌁ℂℍ𝔼𝔽
19255	ℂ𝔸 ℕ𝔼 𝕃𝔼 𝔾𝔼ℕ𝔼ℝ𝔸 ℙ𝔸𝕊, 𝕃𝕌𝕀, 𝕋𝔸 𝕍𝕀𝔼 𝔻𝔼 𝔾𝔸ℝℂ𝕆ℕ
7049	ℝ𝔼𝕄𝕌𝔼 𝕃𝔼𝕊 𝔽𝔼𝕊𝕊𝔼𝕊, ℙ𝔼𝕋𝕀𝕋𝔼 É𝕍𝔼𝕀𝕃𝕃É𝔼
17270	ℙ𝕃𝔸𝕀𝕊𝕀ℝ 𝔻𝔼 𝕃𝔸 𝔽𝕌𝕄𝔼ℝ𝕀𝔼 𝔸 ℚ𝕌𝔸𝕋ℝ𝔼, ℂℍ𝔼ℤ 𝔸ℕ𝕀𝕂𝔸 𝔾𝕆𝔹ℝ𝕆ℕ𝕐
30120	𝕋𝕌 𝔸𝕊 𝔹𝔼𝔸𝕌 ℙℝ𝔼ℕ𝔻ℝ𝔼 𝕋𝕆ℕ 𝔸𝕀ℝ 𝔻'𝕀𝕄ℙÉℝ𝔸𝕋ℝ𝕀ℂ𝔼
5892	𝔼𝕋 𝕊𝕀 𝕋𝕌 𝔸𝕍𝔸𝕀𝕊 ℙℝ𝕀𝕊 𝕌ℕ ℙ𝔼𝕌 𝔻𝔼 ℂ𝕆ℂ𝕆
20081	ℚ𝕌𝔼 𝕁𝔼 ℝ𝔼ℙℝ𝔼ℕ𝔻𝕊 𝕄𝔸 ℂ𝔸𝕄ℙ𝔸𝔾ℕ𝔼 𝔻'𝔸𝕊𝕊𝔸𝕀ℕ𝕀𝕊𝕊𝔼𝕄𝔼ℕ𝕋
20180	𝕋𝔼𝕋𝔼 𝔻𝔼 ℕ𝕆𝔼𝕌𝔻
1353	𝕆𝕌𝕀, 𝔼𝕋 𝔸𝕍𝔼ℂ 𝕃𝔼 𝕊ℙ𝕀ℝ𝕀𝕋𝕀𝕊𝕄𝔼 ! 𝕆𝕌 𝕍𝕆𝕀𝕋 𝔻𝕆𝕌𝔹𝕃𝔼
20916	𝕀𝕃 ℕ'𝕐 𝔸 ℚ𝕌𝔼 ℂ𝔼𝕃𝔸 ℚ𝕌𝕀 𝕄𝔸ℕℚ𝕌𝔼, 𝔸 𝕊𝔸𝕀ℕ𝕋⌁ℝ𝕆𝔹𝕀ℕ∘∘∘
7121	𝕍𝕀𝔼𝕀𝕃𝕃𝔼 ℂ𝔸ℕ𝔸𝕀𝕃𝕃𝔼
40713	𝕋𝕌 ℕ'𝔸𝕊 ℙ𝔸𝕊 ℍ𝕆ℝℝ𝔼𝕌ℝ 𝔻𝔼 ℂ𝔼𝕊 𝕄𝔸ℂℍ𝕀ℕ𝕊⌁𝕃𝔸
48557	𝕀𝕃 ℕ'𝕐 𝔸 ℚ𝕌𝔼 ℂ𝔼𝕃𝔸 ℚ𝕌𝕀 𝕄𝔸ℕℚ𝕌𝔼, 𝔸 𝕊𝔸𝕀ℕ𝕋⌁ℝ𝕆𝔹𝕀ℕ∘∘∘
36119	𝕃𝔼 ℙ𝔼ℝ𝔼 ℍ𝕌𝕋𝕀𝔼ℝ, 𝕄𝔸ℝℂℍ𝔸ℕ𝔻 𝔻𝔼 𝕍𝔼ℝ𝕋𝕌
52927	𝕃𝔼𝕊 𝕄𝕌𝕋𝕀𝕃É𝕊 𝕃'𝔸𝔻𝕆ℝ𝔼ℕ𝕋
13259	ℂ𝔸 ℕ'𝔼𝕄ℙ𝔼ℂℍ𝔼 ℙ𝔸𝕊 ℚ𝕌𝔼 𝕍𝕆𝕌𝕊 𝔽𝔼ℝ𝔼ℤ 𝔻𝔼𝕊 Éℙ𝕆𝕌𝕏 𝔸𝕊𝕊𝕆ℝ𝕋𝕀𝕊
8089	𝔸 𝕋𝔼 𝕄𝔸ℝ𝕀𝔼ℝ 𝕊𝔸ℕ𝕊 𝕋𝔸ℕ𝕋 𝔻𝔼 ℂℍ𝕀ℂℍ𝕀𝕊
13375	𝔸𝕍𝔼ℂ 𝕌ℕ ℙ𝔸𝕊𝕊𝔸ℕ𝕋
53240	ℂ𝔸 𝕋𝔼 ℂℍ𝕆ℚ𝕌𝔼 ?
51313	𝕃𝔸 𝕍𝕆𝕃𝔼𝕌𝕊𝔼 𝔻𝔼 𝕃𝔸 ℙ𝕆𝕊𝕋𝔼
27785	𝕋𝕆𝕌𝕋𝔼𝕊 𝕃𝔼𝕊 𝕀ℕ𝕀ℚ𝕌𝕀𝕋É𝕊 𝔻𝔼 ℂ𝔼𝕋𝕋𝔼 𝕍𝕀𝕃𝕃𝔼 ℙ𝔼𝕊𝕋𝔼𝕌𝕊𝔼 𝕊𝔼ℝ𝕆ℕ𝕋 ℝÉ𝕍É𝕃É𝔼𝕊
9349	𝕃𝔼 ℂ𝕆ℝ𝔹𝔼𝔸𝕌
43370	𝔸𝕍𝔼ℂ ℂ𝔼𝕋𝕋𝔼 ℙ𝔼𝕋𝕀𝕋𝔼 ℂℍ𝔸𝕋𝕋𝔼 𝕍𝕀ℂ𝕀𝔼𝕌𝕊𝔼
22767	𝕋𝕀𝔼ℕ𝕊, ℙ𝕃𝔼𝕀ℕ 𝕃𝔸 𝔹𝕆𝕀𝕋𝔼
50112	ℕ𝕀 𝕃𝔼𝕊 𝕋ℝ𝕀ℙ𝕆𝕋𝔸𝔾𝔼𝕊 𝔻𝔼 𝕋𝕆ℕ 𝔼ℂ𝕆ℕ𝕆𝕄𝔼
57103	ℙ𝔼𝕋𝕀𝕋𝔼𝕊 𝔾𝔸ℝℂ𝔼𝕊 ! 𝕍𝕆𝕌𝕊 ℕ𝔼 𝕄'𝔸𝕍𝔼ℤ ℙ𝔸𝕊 𝔼𝕌
21313	ℙ𝔸ℝ 𝔾𝔼ℝ𝕄𝔸𝕀ℕ, 𝕃𝔼 ℂℍ𝔸𝕌𝔻 𝕃𝔸ℙ𝕀ℕ
31780	𝕌ℕ 𝔼ℕ𝔽𝔸ℕ𝕋∘∘∘ 𝔻𝔼 ℚ𝕌𝔼𝕃 ℙ𝔼ℝ𝔼 ?
11217	𝕋𝕌 𝔼𝕊 𝔸𝕌 𝕄𝕀𝔼𝕌𝕏 𝔸𝕍𝔼ℂ 𝔾𝔼ℝ𝕄𝔸𝕀ℕ 𝕃'𝔸𝕍𝕆ℝ𝕋𝔼𝕌ℝ
31697	𝕃𝔼 ℂ𝕆ℝ𝔹𝔼𝔸𝕌
63413	𝕋𝕌 𝕋𝕆𝕄𝔹𝔼𝕊 𝕄𝔸𝕃
47789	𝔼𝕋 𝕊𝕀 𝕃𝔸 ℙ𝕃𝔸𝕀𝔼 ℕ𝔼 𝕊𝕌ℙℙ𝕌ℝ𝔼 ℙ𝔸𝕊, 𝕀𝕃 ℕ'𝕐 ℙ𝔸ℝ𝔸𝕀𝕋ℝ𝔸 ℙ𝕃𝕌𝕊
11742	ℙ𝕀𝕊 ℚ𝕌'𝕌ℕ𝔼 𝔼𝕊ℂℝ𝕆ℚ𝕌𝔼ℝ𝕀𝔼∘ 𝕌ℕ 𝕄𝔼𝕌ℝ𝕋ℝ𝔼
27831	𝔸𝕌 𝕃𝕀𝔼𝕌 𝔻𝔼 ℂ𝕆𝕄𝕄𝔼ℕℂ𝔼ℝ ℙ𝔸ℝ 𝕋𝔼 𝕄𝔼𝕋𝕋ℝ𝔼 𝕊𝕌ℝ 𝕃𝔼 𝔻𝕆𝕊
13283	𝔼𝕃𝕃𝔼 ℕ𝔼 𝕊𝔸𝕀𝕋 ℝ𝕀𝔼ℕ 𝔼𝕋 𝕀𝕃𝕊 𝕊'𝔸𝕀𝕄𝔼ℕ𝕋 𝔹𝕀𝔼ℕ
15313	𝕁𝔼 𝕋𝔼 ℂ𝕆ℕ𝕊𝔼𝕀𝕃𝕃𝔼 𝔻𝔼 ℂ𝕌𝕃𝕋𝕀𝕍𝔼ℝ ℂ𝔼𝕋𝕋𝔼 ℝ𝔼𝕃𝔸𝕋𝕀𝕆ℕ
58710	𝕃𝔼 𝕍𝕀𝔼𝕌𝕏 𝔹𝕀𝔽𝔽𝕀ℕ ℂ𝔸ℝ𝔸𝕄𝔹𝕆𝕃𝔼 𝕋𝔸 𝔽𝕌𝕄𝔼𝕃𝕃𝔼
46037	𝕋𝕆𝕀 ! 𝕋𝕌 𝔸𝕊 𝔼ℕ𝕍𝕀𝔼 𝔻𝔼 𝕃𝔼 𝔽𝔸𝕀ℝ𝔼 ℂ𝕆ℂ𝕌
27522	𝕄𝔸𝕀𝕊 𝕀𝕃 ℙ𝔸ℝ𝔸𝕀𝕋 ℚ𝕌𝔼 ℂ𝔼𝕋𝕋𝔼 𝔽𝔼𝕄𝕄𝔼 𝔸 𝕌ℕ ℂ𝔸ℝ𝔸ℂ𝕋𝔼ℝ𝔼 𝔻𝔼 ℂℍ𝕀𝔼ℕ
13357	ℝ𝔼𝕃𝔸𝕋𝕀𝕍𝕀𝕋É 𝔻𝔼𝕊 ℂℍ𝕆𝕊𝔼𝕊
38707	𝕍𝕆𝕀𝕃𝔸 𝕌ℕ 𝔾𝔸ℝℂ𝕆ℕ ℚ𝕌𝕀 𝕋'𝔸𝕀𝕄𝔼 ℂ𝔼ℝ𝕋𝔸𝕀ℕ𝔼𝕄𝔼ℕ𝕋
47128	ℂ𝔼𝕋𝕋𝔼 𝔽𝕆𝕀𝕊 𝕆ℕ ℕ'𝔸 𝕄𝔼𝕄𝔼 ℙ𝔸𝕊 𝔹𝔼𝕊𝕆𝕀ℕ 𝔻𝔼 𝕃𝔼 ℕ𝕆𝕄𝕄𝔼ℝ
10116	𝕃𝔼𝕊 𝕄Éℂℍ𝔸ℕ𝕋𝕊 𝕊𝔼 𝕊𝕆ℕ𝕋 ℝÉ𝕁𝕆𝕌𝕀𝕊 𝕋ℝ𝕆ℙ 𝕍𝕀𝕋𝔼
41045	𝔸𝕌𝕏 ℙ𝔸ℝ𝕆𝕀𝕊𝕊𝕀𝔼ℕ𝕊 𝔻𝔼 ℕ𝕆𝕋ℝ𝔼⌁𝔻𝔸𝕄𝔼
12379	𝕍𝕀𝔼𝕀𝕃 𝕀𝕍ℝ𝕆𝔾ℕ𝔼
60294	𝕍𝔸 ℝ𝔼𝕋ℝ𝕆𝕌𝕍𝔼ℝ 𝕃𝔼 𝔹𝕃𝔸ℕℂℍ𝔼𝕋
60801	ℙ𝔼𝕋𝕀𝕋𝔼 𝕀𝕄𝔹Éℂ𝕀𝕃𝔼 ! ℂ'𝔼𝕊𝕋 𝕋ℝ𝕆ℙ 𝔹𝔼𝕋𝔼
21181	ℚ𝕌𝕀 𝕋𝔼 𝕄𝔼ℕ𝔼 𝔾ℝ𝔸ℕ𝔻 𝕋ℝ𝔸𝕀ℕ 𝔸𝕌𝕏 𝔸𝕊𝕋𝕀ℂ𝕆𝕋𝕊
19228	𝔸ℍ ! ℕ𝕀ℚ𝕌𝔼𝕋𝕋𝔼 ℕ𝔼 𝕊'𝔼𝕄𝔹𝔼𝕋𝔼 ℙ𝔸𝕊
64973	𝕃𝔼 𝔹𝔼𝔻𝔼𝔸𝕌 𝕃'𝔼𝕄𝕄𝔸ℕℂℍ𝔼 𝔻𝔸ℕ𝕊 𝕃𝔼𝕊 𝔾ℝ𝔸ℕ𝔻𝔼𝕊 𝕃𝔸ℝ𝔾𝔼𝕌ℝ𝕊
46745	𝔸𝕍𝔼ℂ 𝕃𝔸 𝔽𝔼𝕄𝕄𝔼 𝔸 𝕍𝕆ℝℤ𝔼𝕋
18153	𝕋𝕌 𝔸𝕊 𝕌ℕ ℂ𝔸ℕℂ𝔼ℝ 𝔻𝕌 𝔽𝕆𝕀𝔼 ℂℝ𝕆ℚ𝕌𝕀𝔾ℕ𝕆𝕃𝔼𝕋
49693	ℍ𝕆ℕℕ𝔼𝕋𝔼, ℂ'𝔼𝕊𝕋 𝔸 𝕊𝔼 𝕋𝕆ℝ𝔻ℝ𝔼 !
44215	𝕋𝕌 ℂ𝕆𝕌ℝ𝕊 𝕃𝔸 𝔾𝕌𝔼𝕌𝕊𝔼
46371	ℂ𝕆𝕄𝕄𝔼 ℂ𝔸 𝕊𝔼 𝕋ℝ𝕆𝕌𝕍𝔼
40917	ℕ𝕆𝕌𝕍𝔼𝔸𝕌𝕋É 𝔻𝔼 𝕃𝔸 ℂ𝕆ℂ𝕆, 𝔼𝕋 ℂ𝔼 ℚ𝕌𝕀 ℙ𝕆𝕌𝕍𝔸𝕀𝕋 𝕊'𝔼ℕ𝕊𝕌𝕀𝕍ℝ𝔼
14826	𝕋𝕌 𝕋𝔼 𝔽𝔸𝕀𝕊 𝔻𝔼 𝕃𝔸 𝕄𝕆𝕌𝕊𝕊𝔼 ℙ𝕆𝕌ℝ 𝕌ℕ𝔼 𝔾𝔸ℝℂ𝔼
38183	𝕃𝔼𝕊 𝕄Éℂℍ𝔸ℕ𝕋𝕊 𝕊𝔼 𝕊𝕆ℕ𝕋 ℝÉ𝕁𝕆𝕌𝕀𝕊 𝕋ℝ𝕆ℙ 𝕍𝕀𝕋𝔼
47392	ℂ'𝔼𝕊𝕋 𝕃𝔸 𝔽𝕀𝕃𝕃𝔼 𝔻'𝕌ℕ𝔼 ℙ𝕀ℚ𝕌𝔼𝕌𝕊𝔼 𝔼ℕ 𝔹𝕆𝕋𝕋𝕀ℕ𝔼𝕊, 𝕄𝕆ℝ𝕋𝔼 𝔻'𝕌ℕ ℂ𝔸ℕℂ𝔼ℝ
21223	𝕃𝔸 𝔹𝕌𝕋𝕋𝔼 𝕄𝕆ℕ𝕋𝕄𝔸ℝ𝕋ℝ𝔼 𝕋𝔼 ℂ𝔸ℂℍ𝔼 𝕃𝔼 ℂ𝕆𝕃𝕃𝔼𝔾𝔼 𝔻𝔼 𝔽ℝ𝔸ℕℂ𝔼
46553	𝕀𝕃 𝕃𝕌𝕀 𝔽𝔸𝕌𝕋 𝔻𝕌 ℝ𝔸𝕀𝔻𝔼
14571	𝕋𝕆ℕ ℙ𝔼ℝ𝔼, ℂ𝔼 𝕋ℝ𝔸𝔽𝕀ℚ𝕌𝔸ℕ𝕋 𝕀𝕄𝕄𝕆ℕ𝔻𝔼
11815	𝕍𝕀𝔼𝕌𝕏 ℂ𝔸𝔻𝔸𝕍ℝ𝔼
27254	𝕋𝔸ℕ𝕋 ℚ𝕌𝔼 𝕍𝕆𝕌𝕊 ℕ'𝔸𝕌ℝ𝔼ℤ ℙ𝔸𝕊 𝔼𝕏ℙ𝕌𝕃𝕊É 𝔾𝔼ℝ𝕄𝔸𝕀ℕ 𝕃𝔼 ℙ𝕆𝕌ℝℝ𝕀𝕊𝕊𝔼𝕌ℝ
18698	𝔼𝕋 𝕁𝔼 𝔻𝕀ℝ𝔸𝕀 𝕋𝕆𝕌𝕋
13791	𝕄𝔸ℝ𝕀𝔼 ℂ𝕆ℝ𝔹𝕀ℕ 𝔼𝕋 𝕃𝔼 ℂ𝕆ℝ𝔹𝔼𝔸𝕌
14687	𝕋𝕌 ℕ'𝔸𝕊 𝕁𝔸𝕄𝔸𝕀𝕊 É𝕋É ℚ𝕌'𝕌ℕ𝔼 ℝ𝕆𝕌𝕃𝕌ℝ𝔼
24949	𝕍𝕆𝕋ℝ𝔼 𝔽ℝ𝔼ℝ𝔼 𝔼ℕ 𝕁É𝕊𝕌𝕊⌁ℂℍℝ𝕀𝕊𝕋, 𝕃𝔼 ℂ𝕆ℝ𝔹𝔼𝔸𝕌
13004	𝔼ℕ ℚ𝕌𝔼𝕋𝔼 𝔻𝔼 𝕋𝕆𝕌𝕊 𝕃𝔼𝕊 𝕍𝕀ℂ𝔼𝕊
7751	𝔹𝔸ℍ ! 𝔼ℕ𝕋ℝ𝔼 ℂ𝕆ℙ𝔸𝕀ℕ𝕊
62404	𝔹ℝ𝕌𝕋𝔼, 𝕍𝔸 ! 𝔹𝕆𝕃ℂℍ𝔼𝕍𝕀𝕂
9776	𝕌ℕ𝔼 𝔹𝕆ℕℕ𝔼 ℙ𝕀ℙ𝔼 ! 𝕀𝕃 ℕ'𝕐 𝔸 𝔼ℕℂ𝕆ℝ𝔼 ℚ𝕌𝔼 ℂ𝔸
25491	ℙ𝕌𝕀𝕊ℚ𝕌𝔼 𝕄∘ 𝕃𝔼 ℂ𝕌ℝÉ 𝕊𝔼𝕄𝔹𝕃𝔼 𝕃𝔼 𝕃𝕌𝕀 ℙ𝔸ℝ𝔻𝕆ℕℕ𝔼ℝ
23484	𝔼𝕃𝕃𝔼 𝔼𝕏𝕀𝔾𝔼𝔸, ℙ𝕆𝕌ℝ 𝕊𝔼 𝕋𝔼ℕ𝕀ℝ 𝕋ℝ𝔸ℕℚ𝕌𝕀𝕃𝕃𝔼, 𝕌ℕ𝔼 𝕊𝕆𝕄𝕄𝔼 Éℕ𝕆ℝ𝕄𝔼
22200	𝕋𝕆𝕌𝕋𝔼𝕊 𝕃𝔼𝕊 𝕀ℕ𝕀ℚ𝕌𝕀𝕋É𝕊 𝔻𝔼 ℂ𝔼𝕋𝕋𝔼 𝕍𝕀𝕃𝕃𝔼 ℙ𝔼𝕊𝕋𝔼𝕌𝕊𝔼 𝕊𝔼ℝ𝕆ℕ𝕋 ℝÉ𝕍É𝕃É𝔼𝕊
